PAID,DATE,NGB Name,SPORT,Budget
"36,463.00",10/10/2011,British Volleyball Federation,Volleyball,Lottery
"3,138.00",10/10/2011,British Volleyball Federation,Volleyball,Exchequer
"37,128.00",10/10/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"56,765.00",10/10/2011,British Shooting,Target Shooting,Lottery
"12,371.00",10/10/2011,Great Britain Boccia,Boccia,Lottery
"48,623.00",10/10/2011,British Swimming,Para Swimming,Lottery
"59,393.00",10/10/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"3,726.00",10/10/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"40,017.00",10/10/2011,British Rowing,Rowing,Lottery
"25,592.00",10/10/2011,Grand National Archery Society,Archery,Lottery
"12,487.00",10/10/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"32,850.00",10/10/2011,Sports Council for Wales,,Exchequer
"18,845.00",10/10/2011,sportscotland,,Exchequer
"12,500.00",10/10/2011,British Athletes Commission,,Exchequer
"56,250.00",10/10/2011,Sport Resolutions UK,,Exchequer
"73,839.00",10/10/2011,English Institute of Sport Company,,Exchequer
"3,322.00",10/10/2011,English Institute of Sport Company,,Exchequer
"1,905.00",10/10/2011,sportscotland,,Exchequer
"140,000.00",10/10/2011,Sports Aid,,Exchequer
"43,502.00",10/10/2011,British Performance Basketball Ltd,Basketball,Lottery
"4,725.00",10/10/2011,Badminton England,Badminton,Exchequer
"4,437.00",10/10/2011,British Judo Association,Judo,Exchequer
851.00,10/10/2011,British Wrestling Association,Wrestling,Exchequer
"9,464.00",10/10/2011,British Canoe Union,Canoeing,Exchequer
"15,907.00",10/10/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"70,162.00",10/10/2011,British Swimming,Water Polo,Lottery
"2,612.00",10/10/2011,Uk Athletics,Disability Athletics,Lottery
"40,230.00",10/10/2011,British Cycling Federation,Cycling,Lottery
"35,667.00",10/10/2011,British Triathlon Federation,Triathlon,Lottery
"1,378.00",10/10/2011,British Rowing,Rowing - Adaptive,Exchequer
"410,659.00",10/10/2011,British Swimming,Swimming,Lottery
"14,718.00",10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"78,898.00",10/10/2011,Badminton England,Badminton,Exchequer
"282,205.00",10/10/2011,Uk Athletics,Athletics,Exchequer
"34,560.00",10/10/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"21,460.00",10/10/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"39,346.00",10/10/2011,British Bob Skeleton Association,Skeleton,Lottery
"17,764.00",10/10/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"35,622.00",10/10/2011,Pentathlon GB,Modern Pentathlon,Lottery
"2,067.00",10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"2,134.00",10/10/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"11,292.00",10/10/2011,British Cycling Federation,Cycling - Paralympic,Lottery
764.00,10/10/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"18,681.00",10/10/2011,sportscotland,,Lottery
"8,209.00",10/10/2011,England Hockey,Hockey,Exchequer
"481,407.00",10/10/2011,British Cycling Federation,Cycling,Lottery
"13,353.00",10/10/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"32,784.00",10/10/2011,British Wrestling Association,Wrestling,Lottery
"40,509.00",10/10/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
870.00,10/10/2011,World Class Lifting,Weightlifting,Exchequer
"1,493.00",10/10/2011,British Fencing Association,Fencing,Exchequer
"3,867.00",10/10/2011,British Swimming,Diving,Exchequer
"30,000.00",10/10/2011,British Water Ski Federation,,Exchequer
"14,758.00",18/10/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"6,902.00",18/10/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"60,000.00",11/10/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"48,623.00",09/11/2011,British Swimming,Para Swimming,Lottery
"19,178.00",09/11/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"20,008.00",09/11/2011,British Equestrian Federation,Equestrian,Lottery
"91,876.00",09/11/2011,British Swimming,Swimming,Exchequer
"5,167.00",09/11/2011,British Rowing,Rowing - Adaptive,Lottery
"40,017.00",09/11/2011,British Rowing,Rowing,Lottery
"36,222.00",09/11/2011,Uk Athletics,Disability Athletics,Lottery
"147,981.00",09/11/2011,Uk Athletics,Athletics,Lottery
"96,223.00",09/11/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"9,343.00",09/11/2011,Grand National Archery Society,Archery - Paralympic,Lottery
"12,371.00",09/11/2011,Great Britain Boccia,Boccia,Lottery
"17,001.00",09/11/2011,Great Britain Boccia,Boccia,Exchequer
"13,607.00",09/11/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"11,249.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"40,509.00",09/11/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"89,022.00",09/11/2011,British Swimming,Para Swimming,Exchequer
"123,295.00",09/11/2011,British Equestrian Federation,Equestrian,Exchequer
"26,671.00",09/11/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"104,483.00",09/11/2011,British Equestrian Federation,Equestrian,Lottery
"50,211.00",09/11/2011,Uk Athletics,Disability Athletics,Exchequer
"12,613.00",09/11/2011,British Rowing,Rowing - Adaptive,Lottery
"25,501.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"318,783.00",09/11/2011,British Swimming,Swimming,Lottery
"30,788.00",09/11/2011,Royal Yachting Association,Sailing,Lottery
"17,001.00",09/11/2011,British Rowing,Rowing - Adaptive,Exchequer
"9,675.00",09/11/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"356,947.00",09/11/2011,Royal Yachting Association,Sailing,Lottery
"97,631.00",09/11/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"402,970.00",09/11/2011,British Rowing,Rowing,Lottery
"37,128.00",09/11/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"18,140.00",09/11/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"463,631.00",09/11/2011,British Cycling Federation,Cycling,Lottery
"15,907.00",09/11/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"35,622.00",09/11/2011,Pentathlon GB,Modern Pentathlon,Lottery
"32,917.00",09/11/2011,British Canoe Union,Canoeing,Lottery
"61,370.00",09/11/2011,British Canoe Union,Canoeing,Lottery
"17,764.00",09/11/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"40,230.00",09/11/2011,British Cycling Federation,Cycling,Lottery
"59,393.00",09/11/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"149,926.00",09/11/2011,British Canoe Union,Canoeing,Exchequer
"17,776.00",09/11/2011,British Cycling Federation,Cycling,Exchequer
"11,292.00",09/11/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"41,351.00",09/11/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"27,630.00",09/11/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"864,685.00",09/11/2011,English Institute of Sport Company,,Exchequer
"37,500.00",09/11/2011,British Paralympic Performance Services Ltd,,Exchequer
"61,092.00",09/11/2011,Sports Coach UK,,Exchequer
"18,845.00",09/11/2011,sportscotland,,Exchequer
"53,950.00",09/11/2011,British Rowing,Rowing,Exchequer
"282,205.00",09/11/2011,Uk Athletics,Athletics,Exchequer
"55,910.00",09/11/2011,British Handball Association,Handball,Lottery
"2,037.00",09/11/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"79,404.00",09/11/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"72,621.00",09/11/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"11,478.00",09/11/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"56,765.00",09/11/2011,British Shooting,Target Shooting,Lottery
"52,522.00",09/11/2011,British Fencing Association,Fencing,Lottery
"30,379.00",09/11/2011,British Performance Basketball Ltd,Basketball,Lottery
"32,784.00",09/11/2011,British Wrestling Association,Wrestling,Lottery
"15,939.00",09/11/2011,British Disabled Fencing Association,Disability Fencing,Lottery
"8,233.00",09/11/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"5,083.00",09/11/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"8,456.00",09/11/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"14,718.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"39,535.00",09/11/2011,British Performance Basketball Ltd,Basketball,Exchequer
"12,487.00",09/11/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"17,143.00",09/11/2011,Badminton England,Badminton,Lottery
"78,898.00",09/11/2011,Badminton England,Badminton,Exchequer
"126,569.00",09/11/2011,England Hockey,Hockey,Lottery
"129,897.00",09/11/2011,England Hockey,Hockey,Exchequer
"13,353.00",09/11/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"49,054.00",09/11/2011,British Triathlon Federation,Triathlon,Exchequer
"36,463.00",09/11/2011,British Volleyball Federation,Volleyball,Lottery
"38,556.00",09/11/2011,British Swimming,Diving,Lottery
"35,793.00",09/11/2011,British Swimming,Synchronised Swimming,Exchequer
"55,831.00",09/11/2011,British Swimming,Diving,Exchequer
"70,162.00",09/11/2011,British Swimming,Water Polo,Lottery
"35,667.00",09/11/2011,British Triathlon Federation,Triathlon,Lottery
"25,240.00",09/11/2011,British Swimming,Synchronised Swimming,Lottery
"12,195.00",09/11/2011,British Blind Sport - Goalball,,Lottery
"20,788.00",09/11/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"5,999.00",09/11/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"8,370.00",09/11/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"32,319.00",09/11/2011,World Class Lifting,Weightlifting,Lottery
"70,411.00",09/11/2011,British Judo Association,Judo,Exchequer
"52,827.00",09/11/2011,British Judo Association,Judo,Lottery
"10,012.00",09/11/2011,British Judo Association,Judo - Visually Impaired,Exchequer
944.00,09/11/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"3,726.00",09/11/2011,Pentathlon GB,Modern Pentathlon,Exchequer
851.00,09/11/2011,British Wrestling Association,Wrestling,Exchequer
"9,570.00",09/11/2011,British Judo Association,Judo - Visually Impaired,Lottery
"1,615.00",09/11/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"1,733.00",09/11/2011,Royal Yachting Association,Sailing,Exchequer
"3,212.00",09/11/2011,British Swimming,Swimming,Exchequer
"4,437.00",09/11/2011,British Judo Association,Judo,Exchequer
"1,717.00",09/11/2011,British Handball Association,Handball,Exchequer
"8,209.00",09/11/2011,England Hockey,Hockey,Exchequer
"7,806.00",09/11/2011,British Swimming,Para Swimming,Exchequer
389.00,09/11/2011,British Blind Sport - Goalball,,Exchequer
349.00,09/11/2011,British Disabled Fencing Association,Disability Fencing,Exchequer
"1,378.00",09/11/2011,Great Britain Boccia,Boccia,Exchequer
"2,239.00",09/11/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"1,375.00",09/11/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"2,134.00",09/11/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"1,652.00",09/11/2011,British Swimming,Water Polo,Exchequer
870.00,09/11/2011,World Class Lifting,Weightlifting,Exchequer
"3,138.00",09/11/2011,British Volleyball Federation,Volleyball,Exchequer
"3,133.00",09/11/2011,British Triathlon Federation,Triathlon,Exchequer
"2,608.00",09/11/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"2,492.00",09/11/2011,British Swimming,Synchronised Swimming,Exchequer
"7,933.00",09/11/2011,British Equestrian Federation,Equestrian,Exchequer
"3,867.00",09/11/2011,British Swimming,Diving,Exchequer
"9,464.00",09/11/2011,British Canoe Union,Canoeing,Exchequer
"2,425.00",09/11/2011,British Performance Basketball Ltd,Basketball,Exchequer
"4,297.00",09/11/2011,British Rowing,Rowing,Exchequer
629.00,09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
645.00,09/11/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
764.00,09/11/2011,British Judo Association,Judo - Visually Impaired,Exchequer
716.00,09/11/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
"1,493.00",09/11/2011,British Fencing Association,Fencing,Exchequer
"3,979.00",09/11/2011,British Cycling Federation,Cycling,Exchequer
"4,725.00",09/11/2011,Badminton England,Badminton,Exchequer
"1,378.00",09/11/2011,British Rowing,Rowing - Adaptive,Exchequer
"6,003.00",09/11/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"1,568.00",09/11/2011,British Shooting,Target Shooting,Exchequer
930.00,09/11/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"2,067.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"3,197.00",09/11/2011,Uk Athletics,Athletics,Exchequer
"3,867.00",09/11/2011,Uk Athletics,Disability Athletics,Exchequer
"1,229.00",09/11/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"5,318.00",09/11/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"44,551.00",09/11/2011,Grand National Archery Society,Archery,Exchequer
"25,592.00",09/11/2011,Grand National Archery Society,Archery,Lottery
"2,890.00",09/11/2011,Grand National Archery Society,Archery,Exchequer
"5,333.00",09/11/2011,English Institute of Sport Company,,Exchequer
"73,839.00",09/11/2011,English Institute of Sport Company,,Exchequer
"3,322.00",09/11/2011,English Institute of Sport Company,,Exchequer
"31,000.00",09/11/2011,British Performance Basketball Ltd,Basketball,Lottery
"34,341.00",09/11/2011,British Swimming,Swimming,Exchequer
"1,905.00",09/11/2011,sportscotland,,Exchequer
"18,681.00",09/11/2011,sportscotland,,Lottery
"2,920.00",09/11/2011,sportscotland,,Lottery
"14,678.00",09/11/2011,sportscotland,,Exchequer
"47,431.00",09/11/2011,British Bobsleigh Ltd,Bobsleigh,Exchequer
"34,560.00",09/11/2011,British Bobsleigh Ltd,Bobsleigh,Lottery
"21,724.00",09/11/2011,National Ice Skating Association,Speed Skating,Exchequer
"21,539.00",09/11/2011,National Ice Skating Association,Speed Skating,Lottery
"1,000.00",09/11/2011,sportscotland,,Exchequer
"5,167.00",09/11/2011,British Bob Skeleton Association,Skeleton,Lottery
"76,707.00",09/11/2011,British Bob Skeleton Association,Skeleton,Exchequer
"5,167.00",09/11/2011,National Ice Skating Association,Speed Skating,Lottery
"12,000.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"2,302.00",09/11/2011,Disability Snowsport UK,Paralympic Skiing,Exchequer
"3,654.00",09/11/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"100,000.00",09/11/2011,Sports Aid,,Exchequer
"33,293.00",09/11/2011,British Bob Skeleton Association,Skeleton,Lottery
"3,000.00",09/11/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"18,681.00",09/12/2011,sportscotland,,Lottery
"18,845.00",09/12/2011,sportscotland,,Exchequer
"2,920.00",09/12/2011,sportscotland,,Lottery
"1,000.00",09/12/2011,sportscotland,,Exchequer
"61,092.00",09/12/2011,Sports Coach UK,,Exchequer
"932,463.00",09/12/2011,English Institute of Sport Company,,Exchequer
"3,322.00",09/12/2011,English Institute of Sport Company,,Exchequer
"5,333.00",09/12/2011,English Institute of Sport Company,,Exchequer
"24,213.00",09/12/2011,British Bob Skeleton Association,Skeleton,Lottery
"12,613.00",09/12/2011,British Rowing,Rowing - Adaptive,Lottery
"21,539.00",09/12/2011,National Ice Skating Association,Speed Skating,Lottery
"5,167.00",09/12/2011,National Ice Skating Association,Speed Skating,Lottery
"3,654.00",09/12/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"17,431.00",09/12/2011,British Bobsleigh Ltd,Bobsleigh,Exchequer
"78,898.00",09/12/2011,Badminton England,Badminton,Exchequer
"4,725.00",09/12/2011,Badminton England,Badminton,Exchequer
"5,083.00",09/12/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"2,608.00",09/12/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"6,003.00",09/12/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
944.00,09/12/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"2,302.00",09/12/2011,Disability Snowsport UK,Paralympic Skiing,Exchequer
"4,437.00",09/12/2011,British Judo Association,Judo,Exchequer
"52,827.00",09/12/2011,British Judo Association,Judo,Lottery
"129,897.00",09/12/2011,England Hockey,Hockey,Exchequer
"8,209.00",09/12/2011,England Hockey,Hockey,Exchequer
"126,569.00",09/12/2011,England Hockey,Hockey,Lottery
"26,671.00",09/12/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"25,501.00",09/12/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"2,067.00",09/12/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"2,890.00",09/12/2011,Grand National Archery Society,Archery,Exchequer
"30,788.00",09/12/2011,Royal Yachting Association,Sailing,Lottery
